price,bedrooms,sqft_living,waterfront,condition,city,country
450000,4,2520,0,3,Duvall,USA
1381000,4,3160,0,3,Mercer Island,USA
857000,4,3720,0,3,Kirkland,USA
499950,3,1820,0,3,Seattle,USA
465000,3,1560,0,5,Kirkland,USA
329000,3,1600,0,4,Seattle,USA
475000,3,1230,0,4,Redmond,USA
255000,3,960,0,3,Shoreline,USA
435000,3,1270,0,3,Seattle,USA
685000,3,2810,0,3,Bellevue,USA
715000,2,2160,0,3,Redmond,USA
780000,3,2520,0,3,Seattle,USA
345000,2,1180,0,3,Seattle,USA
355000,4,1810,0,3,Renton,USA
282000,3,1680,0,3,Kent,USA
244000,3,910,0,4,Burien,USA
967500,3,3250,0,4,Seattle,USA
375000,3,2000,0,3,Seattle,USA
1600000,3,3790,0,3,Seattle,USA
527500,3,2310,0,3,Issaquah,USA
994000,3,2510,0,5,Seattle,USA
313000,3,1320,0,5,Shoreline,USA
587000,3,2370,0,3,Redmond,USA
304000,3,900,0,4,Kirkland,USA
675000,3,2540,0,4,Seattle,USA
305000,4,2100,0,4,Renton,USA
280000,3,1200,0,3,Seattle,USA
960000,5,3720,0,3,Sammamish,USA
500000,3,1760,0,3,Issaquah,USA
274950,3,1670,0,3,Covington,USA
455600,3,2420,0,3,Snoqualmie,USA
970000,5,3480,0,4,Mercer Island,USA
312900,4,1630,0,3,Maple Valley,USA
535000,4,2340,0,3,Seattle,USA
427000,2,920,0,3,Seattle,USA
405000,2,910,0,3,Seattle,USA
480000,3,1150,0,3,Seattle,USA
725000,3,2500,0,3,Seattle,USA
293000,4,3250,0,3,Auburn,USA
268000,4,1930,0,4,Burien,USA
475000,4,3400,0,3,Vashon,USA
488000,3,1590,0,3,Seattle,USA
760000,4,3330,0,3,Redmond,USA
1710000,5,4590,0,3,Kirkland,USA
754950,3,2610,0,3,Kirkland,USA
263900,3,1658,0,3,Des Moines,USA
460000,3,1600,0,3,Seattle,USA
399950,3,1296,0,3,Seattle,USA
370000,2,1280,0,3,Seattle,USA
1149000,4,5940,0,3,Snoqualmie,USA
450800,4,2510,0,3,Renton,USA
627000,3,2710,0,3,Issaquah,USA
495000,3,1750,0,3,Seattle,USA
310000,3,1430,0,4,Kenmore,USA
550000,4,1660,0,1,Redmond,USA
215000,2,1320,0,4,Burien,USA
799000,4,2580,0,3,Redmond,USA
630000,4,2740,0,3,Woodinville,USA
267000,3,2495,0,3,Federal Way,USA
900000,6,2300,0,4,Mercer Island,USA
365000,3,1300,0,3,Kenmore,USA
544500,4,2230,0,5,Issaquah,USA
599000,4,2020,0,3,Seattle,USA
815000,4,2000,0,3,Seattle,USA
254000,2,1060,0,4,Shoreline,USA
740000,2,2080,0,5,Seattle,USA
225000,3,2030,0,4,Auburn,USA
925000,3,2690,0,5,Seattle,USA
1285000,4,3240,0,3,Seattle,USA
537000,3,1550,0,5,Kirkland,USA
335000,4,1480,0,5,Seattle,USA
840000,4,3040,0,3,Seattle,USA
224000,3,1560,0,4,Auburn,USA
395000,3,2250,0,3,Renton,USA
450000,3,1100,0,3,Seattle,USA
681000,3,1700,0,3,Seattle,USA
898000,5,2680,0,4,Bellevue,USA
370000,3,800,0,4,Seattle,USA
429000,2,1350,0,3,Redmond,USA
150000,3,820,0,3,Seattle,USA
555000,3,3160,0,3,Bothell,USA
326000,3,1720,0,4,Renton,USA
225000,3,1680,0,3,Auburn,USA
245100,3,1300,0,3,Auburn,USA
665000,3,2190,0,3,Sammamish,USA
535000,3,1720,0,3,Issaquah,USA
305000,3,1160,0,3,Woodinville,USA
999000,7,3150,0,3,Bellevue,USA
215000,3,1210,0,4,Pacific,USA
432500,3,1980,0,3,Seattle,USA
655000,4,2990,0,3,Sammamish,USA
266200,3,1430,0,4,Renton,USA
244615,3,2060,0,3,Kent,USA
460000,4,2230,0,3,Kent,USA
370000,4,3090,0,3,Federal Way,USA
465000,6,4250,0,3,Federal Way,USA
1175000,3,1970,1,3,Seattle,USA
189000,2,1700,0,5,Auburn,USA
820000,3,2510,0,3,Seattle,USA
968000,6,3610,0,5,Sammamish,USA
1400000,4,2980,0,3,Seattle,USA
438750,3,1610,0,4,Seattle,USA
1210000,4,3650,0,4,Seattle,USA
600000,4,2510,0,3,Kirkland,USA
589000,3,1110,0,5,Seattle,USA
590000,3,1650,0,4,Seattle,USA
479900,3,1980,0,3,Kent,USA
210000,2,880,0,3,Seattle,USA
745000,3,1490,0,4,Beaux Arts Village,USA
840500,3,2520,0,4,Seattle,USA
420000,3,1820,0,3,Redmond,USA
565000,7,4140,0,3,Seattle,USA
840000,4,3420,0,3,Sammamish,USA
681716,4,3150,0,3,Renton,USA
600000,3,1580,0,3,Bellevue,USA
380000,3,1660,0,3,Seattle,USA
168500,3,1100,0,3,Covington,USA
355000,2,1270,0,4,Seattle,USA
277000,4,1450,0,3,Seattle,USA
236000,4,1830,0,4,Federal Way,USA
270000,3,1300,0,4,Seattle,USA
700000,2,2320,0,3,Seattle,USA
425000,4,1680,0,4,Kenmore,USA
635000,3,2300,0,4,Seattle,USA
510250,3,1400,0,3,Seattle,USA
960000,4,2410,0,5,Seattle,USA
254000,3,1480,0,4,Maple Valley,USA
299000,3,1390,0,4,Shoreline,USA
175000,2,830,0,3,Maple Valley,USA
157500,2,740,0,3,Kent,USA
580000,5,1940,0,5,Seattle,USA
124740,3,1340,0,4,Kent,USA
1970000,8,4440,0,5,Seattle,USA
285000,2,800,0,3,Seattle,USA
242000,3,1310,0,3,SeaTac,USA
840000,4,2330,0,5,Seattle,USA
474800,2,1400,0,3,Seattle,USA
490000,4,2360,0,3,Woodinville,USA
465000,3,1840,0,3,Kirkland,USA
515000,4,2680,0,3,Snoqualmie,USA
430000,3,3890,0,3,Seattle,USA
253400,3,1400,0,5,Federal Way,USA
355000,3,2400,0,3,Federal Way,USA
740000,4,2920,0,4,Fall City,USA
186950,2,1390,0,3,Federal Way,USA
306000,3,1680,0,3,Renton,USA
510000,4,2040,0,4,Bellevue,USA
345000,2,1080,0,3,Seattle,USA
875000,3,2280,0,5,Seattle,USA
700000,4,4490,0,3,Snoqualmie,USA
1400000,4,4700,0,3,Seattle,USA
499950,4,2798,0,3,Renton,USA
739000,3,2810,0,3,Redmond,USA
363000,4,3753,0,3,Federal Way,USA
782000,4,3910,0,3,Issaquah,USA
325000,2,1050,0,3,Seattle,USA
485000,4,1600,0,4,Seattle,USA
452000,4,2590,0,4,Kenmore,USA
264950,4,1720,0,4,Federal Way,USA
472000,6,4410,0,4,Federal Way,USA
267500,3,1590,0,3,SeaTac,USA
565000,4,2440,0,3,Redmond,USA
535000,3,1360,0,3,Seattle,USA
389000,2,910,0,3,Seattle,USA
400000,4,1390,0,3,Seattle,USA
264000,3,1470,0,4,Kent,USA
690000,4,2920,0,4,Issaquah,USA
412000,3,1950,0,4,Kent,USA
695000,3,2390,0,3,Sammamish,USA
246500,3,1270,0,4,Kent,USA
230000,2,950,0,3,Renton,USA
302000,2,900,0,5,Enumclaw,USA
820000,4,2280,0,3,Seattle,USA
145000,3,1010,0,3,SeaTac,USA
436500,2,1260,0,3,Seattle,USA
2453500,4,4730,0,5,Seattle,USA
672000,3,2620,0,3,Redmond,USA
680000,3,2330,0,5,Seattle,USA
750500,5,2170,0,4,Seattle,USA
550000,5,2450,0,4,Seattle,USA
266500,4,1880,0,4,Federal Way,USA
619000,4,2300,0,5,Seattle,USA
405000,3,1240,0,3,Redmond,USA
300000,2,820,0,4,Seattle,USA
231000,4,1530,0,3,Renton,USA
790000,5,2900,0,4,Bellevue,USA
400000,4,1240,0,3,Seattle,USA
950000,4,4140,0,3,Newcastle,USA
450000,4,2240,0,5,Seattle,USA
595000,3,1480,0,4,Seattle,USA
332000,3,2270,0,3,Renton,USA
155000,3,1250,0,2,Seattle,USA
400000,5,1930,0,4,Kenmore,USA
349000,4,1700,0,5,Renton,USA
529000,3,1590,0,3,Seattle,USA
405000,5,1880,0,3,Kirkland,USA
635200,4,1640,0,5,Seattle,USA
540000,3,2600,0,4,Seattle,USA
402000,2,710,0,4,Seattle,USA
3100000,6,6980,0,4,Mercer Island,USA
329932,3,1460,0,3,Seattle,USA
300000,3,2080,0,3,Federal Way,USA
525000,5,2630,0,3,Duvall,USA
2750000,4,4430,0,3,Medina,USA
602500,4,2760,0,3,Newcastle,USA
400000,4,1670,0,3,Kenmore,USA
445000,4,1990,0,4,Seattle,USA
525000,3,2600,0,3,Des Moines,USA
395000,2,1320,0,4,Seattle,USA
510000,3,2240,0,3,Seattle,USA
723000,4,1960,0,4,Bellevue,USA
503000,3,2590,0,3,Maple Valley,USA
672500,4,2620,0,3,Sammamish,USA
860000,3,2770,0,3,Bellevue,USA
475300,3,2110,0,5,Kirkland,USA
295000,4,2290,0,3,Renton,USA
1425000,4,4960,0,3,Seattle,USA
250000,2,1110,0,3,SeaTac,USA
658000,4,3310,0,3,Snoqualmie,USA
83000,2,900,0,3,Tukwila,USA
685000,3,1940,0,4,Seattle,USA
210000,3,1590,0,3,Des Moines,USA
650880,3,2930,0,3,Snoqualmie,USA
350000,4,2040,0,3,Seattle,USA
305000,2,1000,0,3,Seattle,USA
645000,3,1730,0,3,Seattle,USA
385000,3,1220,0,3,Seattle,USA
860000,3,3060,0,3,Bellevue,USA
395000,4,2910,0,3,Covington,USA
260000,3,1050,0,3,Burien,USA
196440,3,1560,0,3,Algona,USA
425000,3,1680,0,4,Seattle,USA
2400000,4,4140,0,3,Clyde Hill,USA
369000,3,1550,0,3,Seattle,USA
1385000,6,5700,0,4,Bellevue,USA
349900,3,2200,0,3,Renton,USA
650000,2,1740,0,3,Seattle,USA
299950,3,1210,0,3,Seattle,USA
625000,4,4240,0,3,Federal Way,USA
190000,3,1590,0,3,Auburn,USA
715000,4,3420,0,5,Seattle,USA
659000,4,3190,0,5,Seattle,USA
490000,3,1920,0,4,Seattle,USA
415000,2,1340,0,3,Redmond,USA
750000,3,1700,0,3,Seattle,USA
700000,4,2310,0,3,Seattle,USA
425000,3,1510,0,3,North Bend,USA
642000,3,2670,0,3,Sammamish,USA
655000,4,2060,0,3,Bellevue,USA
1365000,3,2090,0,4,Seattle,USA
458000,5,3090,0,3,Bothell,USA
330000,2,1240,0,3,Seattle,USA
384950,3,1860,0,3,Kenmore,USA
560000,3,2000,0,3,Seattle,USA
950000,4,2500,0,4,Mercer Island,USA
465000,4,1820,0,5,Woodinville,USA
425000,3,1820,0,3,Kirkland,USA
315000,3,1060,0,3,Seattle,USA
530000,3,1950,0,3,Sammamish,USA
399000,2,940,0,4,Seattle,USA
168000,2,1220,0,4,Des Moines,USA
1886700,5,4180,0,3,Bellevue,USA
374000,3,1200,0,4,Woodinville,USA
740000,5,3990,0,3,Seattle,USA
280000,2,1880,0,3,Seattle,USA
322000,4,2280,0,3,Kent,USA
459900,3,2580,0,4,Bellevue,USA
750000,4,2600,0,3,Seattle,USA
1256500,4,3150,0,4,Mercer Island,USA
3710000,4,5550,0,4,Medina,USA
427000,5,2220,0,3,Seattle,USA
800000,2,1730,1,4,Vashon,USA
735000,4,2840,0,4,Seattle,USA
642000,4,2560,0,3,Issaquah,USA
240000,3,1330,0,4,Seattle,USA
645500,2,1890,0,4,Seattle,USA
840000,7,4290,0,5,Issaquah,USA
475000,2,1540,0,3,Redmond,USA
568000,4,2340,0,4,Sammamish,USA
325000,3,2180,0,4,Seattle,USA
825500,3,2780,0,3,Kirkland,USA
499431,4,2620,0,3,North Bend,USA
919204,4,3760,0,3,Seattle,USA
545000,4,2720,0,3,Snoqualmie,USA
660000,3,2675,0,3,Sammamish,USA
538888,5,2080,0,3,Sammamish,USA
693000,3,2460,0,3,Redmond,USA
289950,3,1960,0,3,Renton,USA
587000,4,2550,0,3,Woodinville,USA
615000,3,1760,0,3,Seattle,USA
459000,3,1620,0,4,Kirkland,USA
243000,3,1790,0,3,Des Moines,USA
1505000,4,3480,0,3,Seattle,USA
660000,4,2780,0,4,Sammamish,USA
1595000,5,3640,0,3,Bellevue,USA
250000,1,750,0,3,Seattle,USA
315000,3,960,0,3,Seattle,USA
404000,3,2030,0,3,Seattle,USA
559900,3,2930,0,3,Woodinville,USA
285000,2,1380,0,3,Seattle,USA
500000,3,1720,0,5,Seattle,USA
380000,2,1210,0,3,Seattle,USA
469000,3,950,0,5,Seattle,USA
405000,2,1710,0,3,Seattle,USA
439900,2,1410,0,5,Preston,USA
525000,4,2910,0,3,Maple Valley,USA
580000,4,2220,0,3,Issaquah,USA
1250000,5,3160,0,5,Mercer Island,USA
275000,3,1380,0,3,Maple Valley,USA
629000,3,1760,0,5,Seattle,USA
395000,1,730,0,3,Seattle,USA
965000,4,2460,0,5,Seattle,USA
820000,3,2160,0,4,Seattle,USA
661000,4,1990,0,4,Seattle,USA
789000,3,3740,0,3,Vashon,USA
668500,4,2710,0,3,Sammamish,USA
350000,3,2680,0,3,Auburn,USA
250000,4,1850,0,4,Kent,USA
725995,4,3190,0,3,Snoqualmie,USA
1000000,3,2730,0,3,Bellevue,USA
686000,3,1840,0,5,Seattle,USA
665000,4,2720,0,3,Sammamish,USA
1965221,4,4370,0,3,Bellevue,USA
653000,3,2290,0,3,Issaquah,USA
430000,2,990,0,3,Seattle,USA
305000,2,1140,0,3,Issaquah,USA
809000,4,1840,0,4,Seattle,USA
440150,2,1110,0,5,Seattle,USA
615000,4,2150,0,4,Redmond,USA
1035000,3,2230,0,3,Kirkland,USA
455000,2,1170,0,4,Seattle,USA
635000,3,1960,0,4,Seattle,USA
675000,3,2610,0,3,Redmond,USA
316000,3,2130,0,3,Kent,USA
955000,3,3020,0,3,Bellevue,USA
985000,3,1670,0,5,Seattle,USA
465500,3,1890,0,3,Seattle,USA
305000,3,950,0,3,Shoreline,USA
645000,4,2430,0,5,Bellevue,USA
730000,4,2360,0,5,Seattle,USA
366000,3,1510,0,3,Kirkland,USA
290000,3,2080,0,3,Covington,USA
472500,3,1750,0,3,Sammamish,USA
550000,3,1810,0,3,Seattle,USA
410000,4,1790,0,4,Issaquah,USA
440000,4,2340,0,3,Lake Forest Park,USA
535000,3,1690,0,3,Issaquah,USA
300000,4,2070,0,3,Auburn,USA
432500,3,2240,0,3,Snoqualmie,USA
870000,4,4500,0,3,Mercer Island,USA
492000,3,2770,0,4,Issaquah,USA
199950,3,1010,0,3,Federal Way,USA
439800,3,1120,0,5,Bellevue,USA
320000,5,3020,0,4,Kent,USA
687000,4,4400,0,4,Enumclaw,USA
345000,3,1990,0,3,Seattle,USA
274950,3,1450,0,3,Tukwila,USA
270000,4,1920,0,3,Auburn,USA
342000,2,1175,0,3,Seattle,USA
327000,3,1320,0,3,Renton,USA
610000,5,3990,0,4,Seattle,USA
455000,2,1140,0,3,Seattle,USA
540000,4,1720,0,4,Seattle,USA
411000,4,2150,0,5,Newcastle,USA
544000,3,1790,0,3,Seattle,USA
802000,2,2210,0,3,Redmond,USA
568500,3,2180,0,4,Redmond,USA
391000,3,1410,0,3,Issaquah,USA
298000,3,1950,0,3,Maple Valley,USA
400000,3,1495,0,3,Seattle,USA
425000,3,1660,0,3,Seattle,USA
328500,3,1950,0,4,Kent,USA
650000,5,2550,0,5,Seattle,USA
850000,3,1370,0,5,Seattle,USA
930000,4,2200,0,5,Seattle,USA
530000,3,1250,0,5,Seattle,USA
495000,4,2220,0,4,Bellevue,USA
500000,3,1620,0,5,Seattle,USA
325000,3,2250,0,3,Auburn,USA
365000,3,1720,0,4,Kent,USA
471000,4,3030,0,3,North Bend,USA
223000,3,1030,0,3,Kent,USA
503000,3,2190,0,3,Lake Forest Park,USA
230000,3,1440,0,4,Renton,USA
550000,4,2170,0,3,Redmond,USA
1100000,4,2930,0,5,Seattle,USA
193000,3,1180,0,3,Burien,USA
590000,4,2360,0,4,Federal Way,USA
712500,3,1660,0,4,Bellevue,USA
689800,3,2390,0,5,Seattle,USA
430000,3,1360,0,4,Seattle,USA
785200,3,1840,0,5,Seattle,USA
474900,3,1800,0,4,Woodinville,USA
1070000,4,4130,0,3,Newcastle,USA
435000,3,2220,0,3,Issaquah,USA
941500,5,3490,0,3,Shoreline,USA
312000,4,1830,0,3,Maple Valley,USA
835000,4,1550,0,3,Seattle,USA
713250,3,2050,0,4,Mercer Island,USA
440000,2,1230,0,3,Seattle,USA
580135,4,3150,0,3,Renton,USA
575000,3,3800,0,4,Kent,USA
613000,3,1350,0,3,Seattle,USA
235000,3,1530,0,4,Renton,USA
660000,3,2290,0,4,Seattle,USA
280000,2,1480,0,4,Seattle,USA
268000,3,1970,0,4,Kent,USA
235000,2,720,0,4,Seattle,USA
390000,3,1080,0,5,Seattle,USA
654950,4,2790,0,3,Woodinville,USA
449500,5,2040,0,4,Kirkland,USA
150000,3,1320,0,3,Des Moines,USA
440000,3,1680,0,4,North Bend,USA
710000,3,2140,0,4,Seattle,USA
420000,3,1660,0,3,Bothell,USA
312000,3,1540,0,5,Seattle,USA
320000,3,1880,0,5,Renton,USA
235000,3,1250,0,4,Renton,USA
437000,5,2120,0,3,Vashon,USA
545000,3,1810,0,4,Seattle,USA
640000,3,2370,0,3,Newcastle,USA
432000,3,1970,0,4,Snoqualmie,USA
548000,3,2110,0,3,Woodinville,USA
830000,3,2080,0,3,Kirkland,USA
875000,4,3720,0,5,Sammamish,USA
409950,2,1370,0,5,Seattle,USA
695000,4,2961,0,3,Sammamish,USA
562100,3,2090,0,3,Redmond,USA
475000,3,2600,0,3,Renton,USA
425000,3,1870,0,3,Bothell,USA
600000,4,2620,0,3,Issaquah,USA
770000,3,2430,0,3,Issaquah,USA
239000,3,1340,0,4,Kent,USA
295000,2,1170,0,3,North Bend,USA
560000,3,2000,0,5,Kirkland,USA
613000,5,2070,0,4,Bellevue,USA
960000,4,4590,0,3,Seattle,USA
847000,5,2550,0,4,Seattle,USA
206000,3,1060,0,4,Federal Way,USA
253000,2,1220,0,5,Renton,USA
430000,4,1790,0,4,Lake Forest Park,USA
605000,3,2060,0,4,Seattle,USA
425000,2,1140,0,3,Seattle,USA
720000,4,2870,0,4,Issaquah,USA
375900,6,2550,0,4,Federal Way,USA
1298000,4,2790,0,5,Mercer Island,USA
210000,3,1110,0,3,Seattle,USA
234000,2,940,0,4,Des Moines,USA
285000,3,2880,0,3,Tukwila,USA
400000,3,1200,0,4,Bellevue,USA
718000,3,1030,0,5,Seattle,USA
174500,2,1240,0,3,Federal Way,USA
222400,3,1200,0,3,Pacific,USA
402500,3,2780,0,3,Duvall,USA
250000,3,1765,0,3,Federal Way,USA
600000,4,1960,0,4,Burien,USA
930000,2,2680,0,3,Redmond,USA
272500,3,1410,0,4,Renton,USA
363990,4,2240,0,3,Maple Valley,USA
575000,4,3120,0,3,Snoqualmie,USA
400000,3,1450,0,3,Kenmore,USA
427874,3,2340,0,3,North Bend,USA
309000,5,2481,0,3,Auburn,USA
320000,3,1530,0,3,Seattle,USA
390000,3,1250,0,5,Seattle,USA
299000,1,560,0,3,Carnation,USA
375000,4,2200,0,5,Seattle,USA
240500,3,1460,0,3,Seattle,USA
320000,3,1650,0,5,Renton,USA
1270000,5,3200,0,3,Bellevue,USA
658588,3,2560,0,3,Issaquah,USA
270000,3,2080,0,3,Kent,USA
327500,3,1070,0,3,Seattle,USA
340000,3,2190,0,4,Kent,USA
200000,3,2060,0,3,Renton,USA
1025000,3,2640,0,4,Mercer Island,USA
275000,3,1720,0,3,Federal Way,USA
1126000,5,3880,0,4,Bellevue,USA
280000,2,960,0,3,Seattle,USA
485000,3,2340,0,3,Maple Valley,USA
1901000,3,2660,0,3,Yarrow Point,USA
865000,3,2090,0,3,Seattle,USA
532000,3,1820,0,3,Issaquah,USA
364950,4,2310,0,3,Duvall,USA
212500,3,920,0,4,Auburn,USA
135000,1,790,0,3,Seattle,USA
437000,2,1500,0,4,Seattle,USA
390000,3,1240,0,4,Normandy Park,USA
760000,4,2730,0,3,Redmond,USA
119500,3,1170,0,2,Duvall,USA
2400000,5,3410,0,3,Seattle,USA
837500,4,2700,0,4,Kirkland,USA
327500,4,1650,0,3,Renton,USA
175000,2,670,0,3,Seattle,USA
289950,3,1670,0,3,Kent,USA
400000,3,1530,0,3,Kenmore,USA
219950,3,1500,0,3,Federal Way,USA
161700,4,1720,0,3,Federal Way,USA
500000,5,2920,0,3,Shoreline,USA
465000,3,910,0,3,Seattle,USA
540000,3,1050,0,4,Seattle,USA
525000,3,1540,0,3,Seattle,USA
324950,3,1210,0,3,Shoreline,USA
565000,5,2650,0,3,Bellevue,USA
760500,3,1990,0,5,Seattle,USA
1100000,5,2660,0,5,Bellevue,USA
603500,4,4060,0,3,Kenmore,USA
453500,5,2300,0,5,Renton,USA
583000,6,2630,0,4,Redmond,USA
275000,2,770,0,5,Shoreline,USA
875000,4,3790,0,3,Sammamish,USA
335000,4,2540,0,4,Renton,USA
646000,4,2500,0,4,Bellevue,USA
392500,4,2150,0,3,Renton,USA
785000,3,1670,0,5,Mercer Island,USA
470000,3,1800,0,3,Kirkland,USA
560000,3,2070,0,3,Newcastle,USA
519000,2,830,0,4,Seattle,USA
746000,3,2370,0,4,Redmond,USA
317000,3,1010,0,3,Seattle,USA
371000,3,1420,0,3,Seattle,USA
250000,4,2120,0,4,Des Moines,USA
532000,4,2020,0,4,Redmond,USA
499950,3,1520,0,3,Seattle,USA
375000,2,820,0,4,Seattle,USA
640000,3,1690,0,3,Seattle,USA
400000,3,2260,0,3,Renton,USA
572000,3,1830,0,4,Redmond,USA
310000,3,1350,0,3,North Bend,USA
989000,5,3280,0,3,Seattle,USA
685000,4,2770,0,4,Woodinville,USA
907500,4,2770,0,4,Bellevue,USA
427500,4,2460,0,3,Renton,USA
860000,3,4720,0,3,Renton,USA
365000,2,1250,0,4,Seattle,USA
250500,3,1710,0,4,Federal Way,USA
411715,3,1840,0,5,Seattle,USA
415000,4,2000,0,3,Shoreline,USA
129000,1,650,0,4,Kent,USA
489000,3,1020,0,3,Seattle,USA
170000,2,1500,0,3,Tukwila,USA
418500,3,2060,0,3,Snoqualmie,USA
261000,3,1810,0,3,Covington,USA
2005000,6,3810,0,5,Shoreline,USA
355000,2,1650,0,4,Seattle,USA
742000,3,1540,0,3,Seattle,USA
399950,3,2080,0,3,Seattle,USA
791000,3,2430,0,3,Kirkland,USA
190000,5,1750,0,4,Renton,USA
229500,3,1770,0,4,Auburn,USA
539000,3,1710,0,3,Redmond,USA
549000,4,2740,0,3,Issaquah,USA
545000,5,2730,0,5,Kenmore,USA
285000,3,2437,0,3,Auburn,USA
648000,4,3290,0,3,Snoqualmie,USA
610000,4,2910,0,3,Snoqualmie,USA
767450,3,1630,0,3,Seattle,USA
765000,4,4410,0,3,Snoqualmie,USA
586500,3,1780,0,3,Seattle,USA
520000,3,1540,0,3,Issaquah,USA
455000,3,1420,0,3,Seattle,USA
653000,3,2680,0,4,Kirkland,USA
279950,3,1750,0,3,Des Moines,USA
449950,3,2170,0,3,Kenmore,USA
565000,3,2390,0,5,Bellevue,USA
620000,4,2400,0,4,Seattle,USA
269000,3,1690,0,3,Seattle,USA
875000,3,3250,0,3,Seattle,USA
630000,4,4610,0,4,Issaquah,USA
425000,4,2440,0,4,Des Moines,USA
647500,3,1290,0,5,Seattle,USA
450000,4,2000,0,3,Seattle,USA
440000,3,1050,0,3,Seattle,USA
445000,4,2340,0,3,Seattle,USA
530000,4,2210,0,4,Bellevue,USA
875000,5,2920,0,3,Seattle,USA
685000,3,3150,0,4,Preston,USA
798000,3,3590,0,3,Sammamish,USA
297500,4,1910,0,3,Maple Valley,USA
749950,4,3110,0,4,Woodinville,USA
495000,5,2440,0,3,Seattle,USA
540000,4,1330,0,3,Bellevue,USA
395000,3,1460,0,4,Issaquah,USA
1300000,6,3902,0,4,Seattle,USA
1075000,5,5180,0,3,Snoqualmie,USA
214100,2,1150,0,3,Auburn,USA
210000,4,1920,0,3,Federal Way,USA
499500,3,2520,0,3,Duvall,USA
546000,2,970,0,3,Seattle,USA
292000,5,2490,0,4,Kent,USA
289000,3,1680,0,3,Enumclaw,USA
240000,3,1150,0,4,Issaquah,USA
395000,4,1980,0,4,Shoreline,USA
795000,4,2070,0,4,Mercer Island,USA
955000,4,5660,0,3,Duvall,USA
725000,4,2420,0,3,Bellevue,USA
335000,4,2610,0,3,Auburn,USA
492000,4,2810,0,4,North Bend,USA
250000,3,1510,0,2,Woodinville,USA
700000,3,1910,0,3,Seattle,USA
545000,3,1700,0,5,Renton,USA
555000,4,2020,0,4,Redmond,USA
640000,3,2340,0,5,Seattle,USA
390000,3,1463,0,3,Seattle,USA
466500,3,1430,0,3,Seattle,USA
372500,3,1180,0,3,Sammamish,USA
1800000,5,4400,0,3,Bellevue,USA
255000,3,1610,0,3,Kent,USA
466800,3,1480,0,3,Kirkland,USA
749000,3,2670,0,3,Bellevue,USA
610000,4,1830,0,3,Mercer Island,USA
356000,2,920,0,4,Seattle,USA
165000,3,1150,0,4,Auburn,USA
229000,2,1190,0,3,Seattle,USA
530000,4,4160,0,3,Issaquah,USA
499950,3,2370,0,3,Duvall,USA
619000,4,1660,0,3,Seattle,USA
547000,3,1480,0,4,Seattle,USA
359800,4,2390,0,3,Auburn,USA
499000,3,1690,0,3,Seattle,USA
189000,3,1010,0,3,Renton,USA
799000,4,3500,0,3,Bellevue,USA
257000,4,2330,0,3,Federal Way,USA
270000,3,1890,0,3,Burien,USA
453500,4,2000,0,3,Seattle,USA
237000,3,1130,0,3,SeaTac,USA
456000,4,1670,0,5,Seattle,USA
355500,3,2600,0,3,Maple Valley,USA
299950,4,1560,0,4,Auburn,USA
335000,3,1170,0,3,Seattle,USA
268500,4,2100,0,3,Kent,USA
385000,3,1710,0,3,Kenmore,USA
376000,4,2420,0,3,Maple Valley,USA
605004,4,1370,0,3,Seattle,USA
886000,4,2660,0,4,Seattle,USA
560000,4,2260,0,3,Kirkland,USA
343000,4,2070,0,3,Maple Valley,USA
1415000,4,4670,0,3,Bellevue,USA
270000,3,1500,0,4,Renton,USA
411605,4,2658,0,3,Auburn,USA
550000,4,2700,0,3,Renton,USA
465000,3,1530,0,3,Seattle,USA
584000,3,1480,0,3,Seattle,USA
275000,3,1390,0,3,Seattle,USA
324500,3,1660,0,3,Seattle,USA
700000,3,2050,0,3,Seattle,USA
385200,4,1550,0,3,Seattle,USA
270000,4,1900,0,4,Federal Way,USA
735000,4,2820,0,3,Seattle,USA
389250,2,1490,0,3,Seattle,USA
315000,3,1750,0,3,Fall City,USA
545000,4,2040,0,3,Seattle,USA
550000,3,1900,0,3,Seattle,USA
415000,3,1910,0,3,Woodinville,USA
387500,3,1560,0,4,Normandy Park,USA
432000,3,1470,0,4,Lake Forest Park,USA
402000,3,2700,0,4,Des Moines,USA
1035000,4,3450,0,4,Burien,USA
294700,3,1970,0,4,Federal Way,USA
744000,3,2670,0,3,Redmond,USA
715000,3,2550,0,3,Bellevue,USA
500000,4,1720,0,4,Seattle,USA
1300000,4,4270,0,3,Issaquah,USA
1150000,3,2170,1,3,Redmond,USA
650000,4,2840,0,3,Sammamish,USA
435000,4,3270,0,4,Kent,USA
510000,3,1480,0,3,Kirkland,USA
525000,5,2440,0,4,Kirkland,USA
920000,4,2880,0,5,Seattle,USA
200000,2,1730,0,3,Auburn,USA
435000,2,1260,0,5,Seattle,USA
809950,4,2230,0,5,Bellevue,USA
1370000,2,2460,0,4,Seattle,USA
455000,4,2050,0,4,Renton,USA
471000,3,2030,0,3,Issaquah,USA
253500,2,810,0,3,Seattle,USA
185000,3,1840,0,4,Burien,USA
535500,3,1730,0,4,Woodinville,USA
835000,2,2280,0,3,Redmond,USA
589500,4,2630,0,3,Snoqualmie,USA
680000,3,2270,0,3,Shoreline,USA
360000,3,1020,0,4,Shoreline,USA
595000,4,1990,0,3,Seattle,USA
300000,4,2680,0,3,Federal Way,USA
