price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_basement,yr_built,city
399950,2,1,710,2,0,0,4,0,1943,Seattle
516000,4,3.5,2550,2,0,0,3,0,2007,Snoqualmie
250000,2,1.5,982,2,0,0,3,176,2006,Seattle
475000,3,2.25,1630,2,0,0,3,0,2005,Issaquah
415000,4,2.5,2550,2,0,0,3,0,2009,Renton
545000,2,1.25,1240,2,0,0,3,0,2014,Seattle
329950,3,2.5,2456,2,0,0,3,0,2012,Federal Way
1325000,5,2.25,3200,1,0,0,3,1600,1965,Clyde Hill
784000,3,3.5,3950,1.5,0,0,3,1490,1989,Redmond
610750,4,2.25,2180,2,0,0,3,0,1984,Sammamish
578000,4,2.5,3140,1,0,2,5,1370,1966,Renton
1485000,4,3.75,4030,2,0,0,3,0,2006,Kirkland
501000,3,1.75,1970,1,0,3,5,600,1976,Renton
465250,5,2,1940,1.5,0,0,3,0,1957,Shoreline
2250000,5,4.25,4860,1.5,0,1,5,1760,1905,Seattle
1095000,0,0,3064,3.5,0,2,3,0,1990,Seattle
315000,2,1,970,1,0,0,4,0,1908,Seattle
900000,4,2.25,2460,1,0,0,4,0,1957,Bellevue
789500,4,2.5,3010,2,0,0,3,0,2005,Redmond
678500,3,2,2460,1,0,2,4,1090,1952,Seattle
342500,3,2,2080,1,0,0,3,0,2002,Enumclaw
860000,4,3.25,3960,2,0,0,3,0,2005,Sammamish
306000,4,2.5,2490,2,0,0,3,0,2001,Auburn
580000,5,2,2060,2,0,0,3,0,1903,Seattle
405000,3,1,1330,1,0,0,3,430,1984,Sammamish
510000,3,1.75,1600,1,0,0,4,0,1967,Kirkland
173000,2,1,820,1,0,0,4,0,1965,Renton
210000,4,1.75,1200,1,0,0,3,0,1968,Auburn
445000,3,1,1050,1,0,0,4,140,1947,Seattle
585000,3,2.5,1910,2.5,0,0,3,380,2007,Seattle
381000,3,1.75,1800,1,0,0,5,900,1950,Shoreline
890000,3,2.25,2060,1,0,0,4,0,1966,Kirkland
235000,3,1.75,1840,1,0,0,4,340,1985,Kent
480000,3,2.5,1250,3,0,2,3,0,2005,Seattle
575000,2,1,1510,1.5,0,0,3,200,1935,Seattle
350000,4,2.25,2300,1.5,0,0,4,960,1904,Seattle
259000,4,1.5,1490,2,0,0,3,0,1966,Des Moines
599000,5,2.75,2820,1,0,0,3,1370,1967,Seattle
210000,4,1.5,1130,1,0,0,4,0,1970,Federal Way
1184000,4,2.5,3200,1.5,0,1,5,1340,1948,Seattle
545000,3,1,1510,1.5,0,0,3,0,1909,Seattle
299995,3,2.5,1970,2,0,0,3,0,1988,Auburn
440000,3,1,1210,1.5,0,0,4,0,1910,Seattle
699000,4,2.5,3280,2,0,0,3,0,1996,Redmond
795000,3,2,2420,1,0,1,5,920,1979,Kirkland
445000,5,1.75,2460,1.5,0,0,5,1120,1911,Seattle
397990,3,1,1180,1,0,0,4,0,1948,Seattle
706000,3,2.75,1900,1,0,0,5,490,1942,Seattle
363000,3,3.25,1651,2,0,0,3,310,2008,Seattle
850000,4,2.25,2130,2,0,0,4,0,1972,Mercer Island
620000,2,1,1430,1.5,0,0,3,130,1929,Seattle
1228000,4,2.5,5730,2,0,4,3,1450,1991,Sammamish
333000,4,2.5,1910,1,0,0,4,0,1963,Renton
743000,3,1.75,2110,1,0,0,4,0,1961,Mercer Island
448000,2,1.5,1630,1,0,0,4,740,1940,Seattle
485000,4,2.5,2470,2,0,0,3,0,1989,Auburn
489950,4,2.25,2640,1,0,0,4,0,1986,Auburn
498500,5,2.75,2990,2,0,0,3,0,1996,Renton
531000,3,2.5,2120,2,0,0,3,0,1988,Bothell
670000,3,2.5,2050,1,0,3,3,320,1956,Seattle
310000,5,3,1880,1,0,0,3,780,1997,Seattle
835000,3,3,2790,2,1,4,4,1190,1977,Des Moines
1688000,4,2.5,3000,2,0,0,3,0,1937,Seattle
495000,4,2.5,2140,2,0,0,3,0,2003,Seattle
495000,3,2,1769,1,0,0,4,0,1955,Normandy Park
440000,3,1,1710,1.5,0,0,4,510,1926,Seattle
280000,1,0.75,420,1,0,0,3,0,1922,Seattle
1070000,4,2.5,3270,2,0,0,3,0,1989,Bellevue
1034500,4,2.5,2370,2,0,0,3,0,2003,Bellevue
248000,4,2.5,1770,2,0,0,3,0,2003,Maple Valley
294000,4,2.5,2210,1,0,0,3,720,1990,Auburn
561000,3,2.25,1710,2,0,0,3,0,2004,Issaquah
656500,4,2,2710,1,0,0,4,1250,1919,Seattle
660000,3,3,2340,2,0,0,5,180,1925,Seattle
370000,2,1,1220,1,0,0,4,0,1947,Kirkland
349950,3,1,1060,1,0,0,3,0,1966,Redmond
223000,2,1,910,1,0,0,3,0,1957,Renton
560000,4,1.75,1880,1.5,0,0,4,790,1944,Seattle
594000,4,1.75,1870,2,0,0,4,670,1937,Seattle
600000,3,2.25,1480,2,0,0,4,0,1914,Seattle
315000,3,2.5,1880,2,0,0,3,0,1993,Kent
430000,4,1.75,1890,1,0,0,4,780,1947,Seattle
440000,3,2.75,1560,1,0,0,5,530,1972,Kirkland
312500,2,1.5,1070,2,0,0,3,0,1999,Seattle
1240000,5,4,4410,2,0,0,3,0,2006,Redmond
300000,3,3.25,1470,2,0,0,3,290,2008,Seattle
680000,3,2.5,2570,2.5,0,0,3,0,2007,Issaquah
336750,2,2.25,1170,2,0,0,3,0,2009,Issaquah
822500,5,3.5,2320,2,0,0,5,600,1926,Seattle
589000,4,3,2440,2,0,0,5,0,1961,Kirkland
863000,4,2.5,4120,2,0,0,3,0,1997,Sammamish
210000,2,1.75,1440,1,0,0,4,0,1978,Des Moines
206135,3,1,1340,1,0,0,4,0,1978,Kent
1125000,6,3.75,3010,2,0,0,3,1010,2014,Seattle
285000,3,1.75,1840,1,0,0,3,920,1905,Seattle
230000,2,1,930,1,0,0,3,0,1986,SeaTac
845000,4,2.75,4070,2,0,0,3,0,2002,North Bend
350000,3,1.75,1820,1,0,0,3,590,1976,Lake Forest Park
304000,3,1,1280,1.5,0,0,4,0,1947,Shoreline
370000,2,1,900,1,0,0,3,0,1951,Seattle
810000,3,1.75,1980,1,0,2,4,660,1952,Bellevue
440000,4,2.25,2010,1,0,0,3,790,1974,Kirkland
1030000,4,2.5,2750,2,0,0,3,790,1905,Seattle
775000,4,2,3140,1,0,1,3,1200,1939,Seattle
1335000,5,2.25,4200,2.5,0,0,4,1290,1906,Seattle
235000,3,1.75,1900,1,0,0,3,950,1980,SeaTac
499950,3,1,1830,1.5,0,0,3,400,1926,Seattle
622500,5,2.75,3320,2,0,0,4,1130,1975,Woodinville
300000,4,2.5,2700,1,0,0,4,1140,1966,Kent
205000,3,1,1290,1,0,0,5,0,1976,Federal Way
435000,3,1.75,1500,1,0,0,3,0,1997,Kirkland
697000,4,2.75,3650,1.5,0,0,4,0,1978,Woodinville
153000,3,1,1270,1.5,0,0,3,0,1944,Seattle
454000,4,2.25,2630,2,0,0,3,0,1979,Kent
345000,2,1.5,1800,1,0,0,5,560,1987,Auburn
585000,3,1,1870,1.5,0,0,4,290,1927,Seattle
380000,4,2.5,2540,2,0,0,3,670,2000,Renton
250600,4,2.5,1930,1,0,0,3,810,1981,Auburn
890000,4,2.25,2770,2,0,0,3,0,1974,Mercer Island
370000,4,2.5,2220,2,0,0,3,0,2001,Renton
369500,3,1.5,1650,1,0,0,4,550,1961,Seattle
883000,4,2.5,3670,2,0,0,3,0,1999,Sammamish
950000,4,2.5,3770,2,0,0,3,0,1989,Redmond
615000,3,1.75,2350,1,0,0,4,550,1978,Sammamish
305000,3,1.5,1210,1,0,0,4,600,1983,Seattle
590000,4,2.5,2010,2,0,0,4,0,1989,Issaquah
485000,3,2.5,1580,2,0,0,3,0,1985,Issaquah
215000,2,1,710,1,0,0,3,0,1943,Seattle
430000,3,2,1910,1.5,0,0,3,0,1971,Sammamish
324900,4,2.5,1880,2,0,0,3,0,2000,Maple Valley
849900,2,2,2280,2,0,0,3,0,1990,Vashon
975000,5,2.75,3100,1,0,2,4,1440,1973,Mercer Island
910000,5,2.5,2350,2,0,0,3,0,1993,Seattle
459950,3,1.75,1850,1,0,2,5,750,1919,Burien
325000,3,2.5,2070,2,0,0,3,0,1997,Kent
513000,4,2.75,2020,1,0,0,5,1010,1958,Seattle
475000,3,2.25,1580,1,0,0,3,380,1981,Sammamish
419000,4,2.5,2690,2,0,0,3,0,1993,Renton
760000,4,2.5,2420,1,0,4,3,720,1958,Burien
1120000,5,1.5,2540,2,0,3,4,200,1954,Seattle
129000,2,1,1150,1,0,0,3,0,1950,Renton
725000,5,2.5,3210,1,0,0,4,1380,1968,Bellevue
580000,3,2.5,2040,2,0,0,3,0,1992,Redmond
385000,3,2.25,1920,1,0,0,4,860,1921,Seattle
265000,4,1.75,1900,1,0,0,5,0,1958,Auburn
1735000,3,2.5,4310,1.5,0,4,5,1800,1982,Shoreline
330000,3,2.5,1070,2,0,0,3,350,2005,Seattle
665000,4,2.5,2790,2,0,0,4,0,1989,Woodinville
799000,3,2.5,2860,2,0,0,3,0,2000,Seattle
589000,3,2,2250,1,0,0,4,1000,1925,Seattle
1695000,2,2.25,3170,2,0,2,5,1180,1900,Seattle
538000,3,1,1460,1,0,0,3,200,1906,Seattle
530100,3,1,1540,1.5,0,0,3,340,1926,Seattle
718500,3,2,2910,2,0,0,4,990,1900,Seattle
299000,3,1.75,1180,1,0,0,5,0,1962,Renton
556000,3,1.75,1640,1,0,0,3,550,1948,Seattle
171000,4,2,1520,1,0,0,3,500,1920,Tukwila
540000,5,3,3610,2,0,0,3,0,2003,Maple Valley
250000,3,2.25,1400,2,0,0,3,0,2012,Covington
795000,4,3.5,3200,2,0,0,3,530,2007,Issaquah
575000,3,3,1384,2,0,0,3,240,2006,Seattle
379500,3,2.25,1410,2,0,0,3,120,2005,Issaquah
385000,4,2.5,2050,2,0,0,3,0,2006,Renton
415500,4,2.5,1750,2,0,0,3,0,2009,Kenmore
397500,3,2,1510,1,0,0,3,440,1972,Kirkland
530000,3,2.5,1930,2,0,0,3,0,2005,Seattle
883000,4,2.5,2960,2,0,0,3,0,1985,Woodinville
850000,5,2.75,2920,1,0,0,5,1260,1968,Issaquah
496752,2,1,1980,1,0,0,4,890,1923,Seattle
330000,3,1.75,1430,1,0,0,3,0,1950,Seattle
735000,4,2.75,2450,2,0,2,3,0,2010,Issaquah
525000,4,2.75,2360,2,0,0,3,0,2008,Kenmore
269950,3,2.5,1890,2,0,0,3,160,2002,Tukwila
650000,3,1.75,2140,1,0,0,3,850,1953,Bellevue
520500,3,2,1900,1,0,0,4,950,1940,Seattle
652500,4,2.5,2700,2,0,0,3,0,1990,Issaquah
506000,5,3,2430,1,0,0,4,1060,1957,Bellevue
416000,3,1,1110,1,0,0,4,0,1957,Bellevue
500000,4,2.75,2280,1,0,0,5,0,1960,Newcastle
460000,3,1.75,1550,1,0,0,4,690,1949,Seattle
371025,3,2,1530,1,0,0,3,0,1977,Bothell
576000,4,2.5,2440,2,0,0,3,0,2002,Kenmore
353500,4,2.25,1760,2,0,0,3,0,1987,Renton
1735000,4,2.25,3040,2,0,3,4,960,1926,Seattle
183000,3,1.75,1070,1,0,0,4,0,1957,Auburn
763101,3,1.75,1990,1,0,0,4,890,1939,Seattle
460000,2,1.5,1090,1,0,0,3,120,1951,Seattle
825000,4,1.5,1890,1.5,0,0,3,0,1919,Seattle
265000,3,1,1000,1,0,0,3,0,1969,Renton
295000,3,1.75,1770,1,0,0,3,740,1960,Burien
418000,4,3,2360,1,0,2,3,900,1960,Seattle
554000,3,3.5,3380,2,0,0,3,680,1999,Renton
534500,3,2.5,1700,2,0,0,3,0,2005,Issaquah
690000,2,1.75,1600,1,0,0,5,750,1918,Seattle
530000,4,2.5,2050,2,0,0,3,0,1988,Issaquah
357186,2,1.75,1210,2,0,0,3,0,2014,Issaquah
300000,5,3,1940,1,0,0,3,740,2007,Seattle
304000,4,2,1810,1,0,0,2,700,1967,Renton
385000,4,1.75,1690,1,0,0,4,820,1984,Seattle
415000,4,2,1800,1,0,0,4,800,1923,Seattle
963000,4,3.5,3280,2,0,0,3,0,2007,Bellevue
792500,4,2.5,4290,2,0,0,3,0,2004,Ravensdale
309212,3,1.75,1150,1,0,0,3,0,1979,North Bend
235000,2,1.5,880,2,0,0,3,0,1999,Seattle
667000,3,1.5,1720,2,0,0,3,0,1907,Seattle
470000,3,1.5,1510,1,0,0,4,0,1956,Bellevue
375000,4,2,1240,1,0,0,3,200,1908,Seattle
410000,4,2,1580,1,0,0,3,0,1953,Kirkland
566000,4,2.25,2170,2,0,0,3,0,1987,Sammamish
680000,4,2.75,2500,2,0,0,3,0,2010,Redmond
332000,1,1,960,1,0,0,3,200,1908,Seattle
902000,4,2.5,3030,2,0,0,3,0,2003,Kirkland
500000,3,1.75,1540,1,0,0,5,770,1947,Mercer Island
445000,3,1.75,1890,1.5,0,3,3,0,1976,Vashon
825000,4,2.5,2810,1,0,0,4,1100,1973,Bellevue
1095000,4,4,3530,2,0,0,5,900,1958,Seattle
277000,3,1,1100,1,0,0,4,0,1957,Seattle
545000,3,2.5,1940,1,0,2,3,500,1975,Kirkland
435000,3,2.5,2300,2,0,0,3,0,2003,Duvall
638000,3,2.5,2110,2,0,0,3,0,2005,Redmond
418000,4,1.5,1220,1,0,0,3,0,1965,Bellevue
499000,3,1.75,1750,1,0,0,4,280,1968,Redmond
150000,3,1.5,1230,1,0,0,4,0,1949,Burien
759950,3,2.5,3100,2,0,0,3,0,2002,Sammamish
427000,3,2.5,1830,1,0,0,3,310,1991,North Bend
632500,5,2.5,2640,2,0,0,3,0,2003,Redmond
660000,6,1.75,1840,1,0,0,3,780,1900,Seattle
862000,4,2.5,3190,2,0,0,3,0,1990,Woodinville
524000,2,1,1120,1.5,0,0,3,0,1910,Seattle
470000,3,1.5,1760,1,0,0,3,600,1958,Seattle
385000,3,2,1590,2,0,0,3,0,2000,Vashon
575000,4,2.5,2120,2,0,0,3,0,1985,Issaquah
220000,4,2.5,2240,1,0,0,4,870,1988,Federal Way
460000,2,1,890,1,0,0,4,130,1919,Seattle
1712500,3,3.25,2940,3,0,3,4,500,1978,Seattle
175000,3,1.5,1220,1,0,0,3,0,1973,Auburn
465000,3,2.25,2670,1,0,0,4,1030,1966,Burien
552000,3,1,1120,1,0,0,4,300,1912,Seattle
565000,4,2.75,3130,2,0,0,4,0,1981,Kent
518000,4,2.5,1740,1,0,0,4,520,1976,Redmond
899950,4,3.5,3290,2,0,1,3,930,2006,Kirkland
373000,3,1,1770,1.5,0,0,4,630,1926,Seattle
385000,4,2.5,2960,2,0,0,3,0,2006,Maple Valley
245000,2,1,1200,1,0,0,3,220,1943,Seattle
375000,4,2,2400,2,0,0,3,0,1913,Bothell
699850,4,3.5,2690,2,0,0,3,0,2002,Sammamish
450000,6,2.25,3550,1,0,0,4,590,1948,Seattle
455000,2,1.5,1310,1.5,0,0,3,0,1970,Redmond
650000,4,2.75,2610,3,0,0,5,700,1910,Seattle
378000,5,2.5,2760,1,0,0,4,1160,1960,Seattle
220000,3,2,1410,1,0,0,4,0,1940,Tukwila
285500,4,1.75,1960,1,0,0,4,0,1967,Federal Way
340000,3,2.5,1212,3,0,0,3,0,2004,Seattle
921000,4,1.5,2220,1,0,0,4,730,1954,Bellevue
375000,4,2.5,2040,1.5,0,0,4,0,1973,Maple Valley
999000,4,2.75,2800,2,0,0,3,0,1992,Sammamish
335000,3,1.5,2040,1,0,0,3,700,1957,Seattle
1920000,4,2.5,3070,1,0,3,4,1000,1950,Medina
385000,2,1,830,1,1,3,4,0,1928,Vashon
850000,4,3.5,4140,2,0,0,3,980,2003,Kirkland
429000,5,2.5,2340,2,0,0,3,0,2009,Renton
523950,3,2.25,1420,3,0,0,3,0,2006,Seattle
798800,3,2.75,2670,1,0,0,3,950,2013,Renton
284000,3,2.5,1880,2,0,0,3,0,2009,Kent
852880,4,3.25,3450,2,0,0,3,0,2014,Sammamish
320000,3,2.25,1200,3,0,0,3,0,2005,Seattle
749995,4,3.25,3430,2,0,0,3,0,2014,Bothell
468500,3,2.5,1350,2,0,0,3,230,2007,Seattle
492500,5,2.5,2570,2,0,0,3,0,2006,Duvall
685000,4,3.5,2840,3,0,0,3,0,2008,Seattle
542525,4,2.5,2650,2,0,0,3,0,2014,Renton
435000,3,2,1980,3,0,0,3,0,2007,Seattle
242000,3,1.75,1280,1.5,0,0,4,0,1988,Kent
325000,4,2.5,2610,2,0,0,3,0,1987,Federal Way
837700,5,2.75,3010,2,0,0,3,0,1994,Redmond
210000,1,1,930,1,0,0,3,0,1948,Seattle
187500,3,1.5,1180,1,0,0,4,0,1977,Federal Way
560000,5,1,1710,1.5,0,0,4,390,1926,Seattle
272000,3,2,1380,1,0,0,3,0,1989,Auburn
235000,3,1.75,1190,1,0,0,4,0,1968,Auburn
259000,3,2,1870,1,0,0,3,600,1986,Kent
866059,5,3.5,3130,2,0,0,3,560,2014,Bellevue
473000,2,1,900,1,0,0,4,0,1909,Seattle
405000,3,1.5,1880,1,0,0,3,400,1968,Lake Forest Park
870000,4,4.25,3010,2,0,3,4,1070,1951,Seattle
475000,3,2.25,2280,1,0,1,4,1130,1985,Seattle
499500,3,2.5,2970,2,0,0,3,0,1998,Renton
386000,2,2.5,1620,2,0,0,3,0,2008,Snoqualmie
458000,4,1.5,1550,1.5,0,0,3,200,1918,Seattle
550000,3,1.75,2240,2,0,0,5,0,1976,Vashon
605500,3,2.5,2830,2,0,0,3,0,1989,Woodinville
421000,3,2.5,2890,2,0,0,3,0,2000,SeaTac
536000,4,2.25,1990,2,0,0,3,0,1991,Issaquah
247200,3,1.75,1370,1,0,0,3,0,1982,Covington
250000,2,1.5,1088,2,0,0,3,0,1983,Kirkland
204950,4,1.75,1740,1,0,0,3,560,1978,Federal Way
430000,3,2,1730,1,0,0,3,360,1978,Issaquah
250000,4,2.5,1800,2,0,0,3,0,1998,Maple Valley
260000,3,1.75,1440,1,0,2,3,350,1958,Tukwila
547000,4,1,1720,1.5,0,0,4,520,1926,Seattle
379900,5,3.5,2800,2,0,0,3,0,1995,Seattle
738500,3,2.5,2300,1,0,0,3,0,2005,Redmond
545000,4,2.25,2030,1,0,0,4,440,1967,Redmond
342000,2,1,740,1,0,0,3,0,1948,Seattle
4668000,5,6.75,9640,1,1,4,3,4820,1983,Mercer Island
170000,4,1,1920,1,0,0,4,700,1966,SeaTac
616000,4,2.5,2490,2,0,0,3,0,1983,Sammamish
640000,3,2,1380,1,0,0,3,0,1948,Seattle
332000,3,2.5,1530,1,0,0,3,260,1993,Renton
1010000,3,3.25,2420,2,0,2,3,580,2006,Seattle
380000,4,2.5,2150,2,0,0,3,0,1991,Kent
415000,4,2,1610,1,0,0,5,0,1967,Newcastle
1008000,4,3.5,2650,2,0,0,3,590,2001,Seattle
669000,4,2.75,2700,2,0,0,5,0,1976,Woodinville
260000,3,1.5,1270,1,0,0,2,120,1948,Lake Forest Park
854000,4,2.75,3150,1,0,0,3,670,1986,Redmond
605000,3,2.25,2010,2,0,0,3,0,1985,Redmond
320000,3,1,860,1.5,0,0,3,0,1927,Seattle
229950,3,2,1410,1,0,0,3,0,1983,Renton
255000,3,1.75,1700,1,0,0,3,0,1987,Kent
1170000,4,2.5,2570,2,0,0,3,0,2000,Bellevue
479000,2,2.25,1230,2,0,0,3,210,2004,Seattle
1200000,4,3.5,4170,2,0,0,3,0,2004,Newcastle
472000,3,2.5,1180,3,0,0,3,0,2010,Seattle
198000,3,1.5,1430,1,0,0,3,610,1980,Federal Way
440000,4,2,1450,1.5,0,0,4,0,1962,Kirkland
506000,3,1.75,2180,1,0,0,3,700,1961,Shoreline
382500,4,2.5,2210,2,0,0,3,0,1993,Kent
269500,2,1.5,1480,1,0,0,4,540,1978,Renton
560000,3,2,2340,1,0,1,5,1170,1971,Seattle
840000,4,3.5,3860,2,0,0,3,740,1996,Woodinville
479500,3,2.75,2300,2,0,0,3,0,2008,Snoqualmie
402000,3,1.5,1450,1,0,0,3,440,1968,Kirkland
549000,2,2.5,1380,3,0,0,3,0,2006,Seattle
449950,4,2.5,2470,2,0,0,3,0,1999,Snoqualmie
493000,4,1.75,2030,1.5,0,0,4,0,1975,Kirkland
142500,4,0.75,1440,1,0,0,3,0,1948,Burien
250000,3,1.75,1160,1,0,0,3,0,1998,Auburn
729000,3,1,1580,2,0,0,3,0,1908,Seattle
465000,2,2.75,1430,2,0,0,3,435,2006,Seattle
465000,2,2,1494,2,1,4,3,0,1943,Vashon
280000,4,2.25,1930,1,0,0,4,570,1988,Kent
675000,6,1.75,2740,1,0,3,3,1370,1953,Seattle
667500,3,2,1880,1,0,0,5,850,1927,Seattle
809000,3,2.5,2590,2,0,0,3,0,1988,Bellevue
400000,3,2.25,2140,2,0,0,3,0,1986,Duvall
310000,4,2,1870,1.5,0,0,3,0,1956,Seattle
435000,2,1,1230,1,0,0,3,0,1928,Seattle
465950,4,2.5,2340,2,0,0,3,0,2001,Renton
1538000,3,2.25,2880,1,0,2,3,1170,1958,Kirkland
253000,3,1.5,880,1,0,0,5,0,1945,Seattle
330000,3,2.5,3040,2,0,0,3,0,2003,Auburn
554000,4,1,1120,1.5,0,0,3,0,1946,Seattle
350000,3,2,1380,3,0,0,3,0,2013,Seattle
294999,4,2.5,1660,2,0,0,3,0,1994,Kent
1185001,3,2.75,2500,2,0,0,5,0,1905,Seattle
752000,4,2.5,2940,2,0,0,4,0,1991,Newcastle
451000,4,2.5,1670,2,0,0,3,0,2005,Issaquah
725000,4,2.75,2630,2,0,0,3,0,1994,Redmond
345000,4,2.75,2250,1,0,0,4,770,1975,Renton
206000,3,1,1320,1,0,0,4,0,1967,Auburn
2027000,4,3.75,4100,1.5,0,3,5,1560,1934,Mercer Island
2475000,3,3.25,4340,2,0,3,3,1280,1993,Seattle
1728000,4,3,3700,1,0,0,4,1850,1976,Bellevue
580000,5,2,2700,1,0,0,4,1160,1962,Bellevue
430000,3,1,980,1,0,0,4,0,1950,Seattle
720000,4,2.5,2650,2,0,0,3,540,1988,Kirkland
824000,7,4.25,3670,2,0,1,3,870,1964,Seattle
936000,3,1.75,2960,1,0,2,4,1480,1952,Seattle
535000,4,2.75,3070,2,0,0,3,0,2006,Renton
286800,3,2.5,1413,2,0,0,3,0,2011,Kent
350000,2,2.5,1260,3,0,0,3,0,2005,Seattle
345000,3,2.5,1680,2,0,0,3,0,2007,Shoreline
435000,3,2.25,1230,2,0,0,3,150,2009,Seattle
1555000,3,3.5,4360,2,0,3,3,1400,2008,Seattle
1325000,4,4,4420,2,0,0,3,0,2013,Sammamish
461000,3,3.25,2770,2,0,0,3,790,2006,Renton
770000,3,2.25,2910,2,0,0,3,0,1990,Redmond
1384000,4,3.25,4290,1,0,3,3,1600,1997,Bellevue
330000,3,2.5,1600,2,0,0,3,0,2005,Duvall
322500,4,2.5,1820,2,0,0,3,0,1994,Maple Valley
1600000,6,5,6050,2,0,3,3,0,2001,Fall City
475000,3,1.75,1700,1,0,0,3,470,1977,Seattle
250275,2,1,790,1,0,0,4,0,1942,Normandy Park
274500,3,2.25,1720,1,0,0,4,400,1969,Federal Way
284950,3,1,990,1,0,0,5,0,1960,Renton
264950,4,1.75,1770,1,0,0,5,720,1983,Covington
242000,3,2,1260,1,0,0,3,0,1986,Maple Valley
913000,4,2.5,3640,2,0,0,3,0,1999,Sammamish
555000,3,1.75,2040,1,0,0,5,920,1958,Seattle
711000,4,1.75,1980,1,0,0,5,990,1948,Mercer Island
403500,5,2.5,3600,1,0,0,4,1190,1968,Normandy Park
975000,4,2.5,4270,1,0,0,3,1590,1991,Redmond
253779,4,2,2030,1.5,0,0,3,600,1947,SeaTac
384400,3,3.25,1689,3,0,0,3,0,2008,Seattle
646000,5,2.75,2870,1,0,0,3,1220,1976,Seattle
415000,3,1.75,1270,1,0,0,3,0,1952,Seattle
764000,4,2.5,2790,2,0,0,3,0,1997,Sammamish
507000,5,3.25,3850,2,0,2,3,820,2002,Auburn
545500,3,2.5,1560,1.5,0,0,4,200,1936,Seattle
450000,3,1.75,1180,1,0,0,4,420,1928,Seattle
264000,4,1.75,1820,1,0,0,4,740,1980,Kent
650000,5,1.75,1260,1.5,0,0,3,0,1926,Seattle
365000,3,2.5,2640,2,0,0,3,960,1991,Renton
343566,2,1,1100,1,0,0,3,0,1954,Seattle
375000,3,2.5,1950,2,0,0,3,0,1997,Shoreline
295000,3,2,1380,1,0,0,4,0,1966,Des Moines
325000,3,2.75,2200,1,0,0,4,920,1977,Renton
265000,4,1.5,2050,1,0,0,3,1000,1963,Auburn
562000,5,3,2795,2,0,0,3,0,1996,Duvall
540000,4,2.5,2050,2,0,0,4,0,1989,Woodinville
4489000,4,3,6430,2,0,0,3,0,2001,Bellevue
279950,5,1.75,2150,1,0,0,4,690,1970,Kent
540000,3,1.75,1970,1,0,0,5,550,1963,Shoreline
310000,4,2.5,2660,1,0,0,4,920,1960,Federal Way
190000,1,1,720,1,0,0,3,0,1914,Seattle
440000,4,2.5,2410,2,0,0,3,0,2000,Snoqualmie
1400000,3,2,2020,1.5,0,3,3,230,1937,Seattle
230000,2,1,1080,1,0,0,3,0,1958,Renton
455000,3,1.75,1180,1,0,0,3,0,1981,North Bend
175000,2,1,660,1,0,0,3,0,1915,Seattle
650000,3,1.75,2920,1,0,0,4,1300,1981,Bellevue
3000000,4,4.25,4850,2,1,4,5,1000,1989,Kirkland
192500,3,1,1080,1.5,0,0,3,0,1900,Tukwila
239950,3,1.75,1670,1,0,0,3,500,1978,Federal Way
175000,6,1,1370,1.5,0,0,3,250,1931,Seattle
850000,5,3.5,3450,1,0,0,5,1100,1972,Kirkland
410000,4,2,1970,1,0,0,3,150,1961,Burien
570000,4,2.5,2290,2,0,0,3,0,1996,Issaquah
469000,5,2.5,2240,1,0,0,3,1100,1966,Shoreline
559000,2,1,1240,1,0,1,4,180,1938,Seattle
739888,3,2.5,2420,2,0,4,4,730,1989,Sammamish
568450,5,3.5,3260,2,0,0,4,0,1969,Kent
240000,2,1,670,1,0,0,3,0,1942,Seattle
574950,5,3.25,3160,2,0,0,4,0,1980,Issaquah
180000,3,2.25,1990,2,0,0,3,0,1967,Des Moines
1160000,4,3.5,4680,2,0,0,3,1320,2005,Bellevue
300000,3,2.5,1700,2,0,0,3,0,2000,Seattle
630000,4,2.5,2807,2,0,0,3,0,1996,Kenmore
507000,4,1.75,1770,1,0,0,4,600,1968,Redmond
287500,4,2.5,2570,1,0,0,4,980,1979,Federal Way
688000,3,3,3450,2,0,0,3,0,1983,Sammamish
424000,3,2,1670,1,0,0,3,500,1972,Kirkland
400000,3,1.75,1050,1.5,0,0,4,100,1928,Seattle
620000,4,2.5,1910,2,0,0,3,0,1987,Issaquah
300000,3,1,910,1,0,0,4,0,1971,Kirkland
615000,5,2.25,2480,2,0,0,3,0,1978,Sammamish
206000,2,1.5,1820,2,0,0,3,0,1921,Tukwila
515500,4,2.5,2920,2,0,0,3,0,2003,Duvall
554000,5,2.25,1870,1,0,0,4,700,1961,Lake Forest Park
825000,4,3.5,3810,2,0,0,3,0,1938,Seattle
855000,4,2.25,2190,2,0,0,3,390,1918,Seattle
315000,3,2.5,1730,2,0,0,3,0,1993,Maple Valley
299000,5,2.5,2220,1,0,0,4,1110,1968,Renton
650000,3,1.5,1320,1,0,0,3,0,1951,Bellevue
465000,3,1.75,1510,1,0,2,3,650,1925,Seattle
535000,3,2,2120,2,0,0,3,0,2003,Redmond
564000,2,2,1690,1,0,0,3,0,2004,Redmond
515000,3,3.5,1360,2,0,0,3,320,2007,Seattle
580000,4,2.5,3250,2,0,0,3,0,2008,Renton
309000,3,2.25,1490,2,0,0,3,270,2010,Seattle
536751,3,1.75,1930,1,0,0,3,0,2013,Snoqualmie
