price,bedrooms,sqft_living,waterfront,condition,city
625000,4,4240,0,3,Federal Way
190000,3,1590,0,3,Auburn
715000,4,3420,0,5,Seattle
659000,4,3190,0,5,Seattle
490000,3,1920,0,4,Seattle
415000,2,1340,0,3,Redmond
750000,3,1700,0,3,Seattle
700000,4,2310,0,3,Seattle
425000,3,1510,0,3,North Bend
642000,3,2670,0,3,Sammamish
655000,4,2060,0,3,Bellevue
1365000,3,2090,0,4,Seattle
458000,5,3090,0,3,Bothell
330000,2,1240,0,3,Seattle
384950,3,1860,0,3,Kenmore
560000,3,2000,0,3,Seattle
950000,4,2500,0,4,Mercer Island
465000,4,1820,0,5,Woodinville
425000,3,1820,0,3,Kirkland
315000,3,1060,0,3,Seattle
530000,3,1950,0,3,Sammamish
399000,2,940,0,4,Seattle
168000,2,1220,0,4,Des Moines
1886700,5,4180,0,3,Bellevue
374000,3,1200,0,4,Woodinville
740000,5,3990,0,3,Seattle
280000,2,1880,0,3,Seattle
322000,4,2280,0,3,Kent
459900,3,2580,0,4,Bellevue
750000,4,2600,0,3,Seattle
1256500,4,3150,0,4,Mercer Island
3710000,4,5550,0,4,Medina
427000,5,2220,0,3,Seattle
800000,2,1730,1,4,Vashon
735000,4,2840,0,4,Seattle
642000,4,2560,0,3,Issaquah
240000,3,1330,0,4,Seattle
645500,2,1890,0,4,Seattle
840000,7,4290,0,5,Issaquah
475000,2,1540,0,3,Redmond
568000,4,2340,0,4,Sammamish
325000,3,2180,0,4,Seattle
825500,3,2780,0,3,Kirkland
499431,4,2620,0,3,North Bend
919204,4,3760,0,3,Seattle
545000,4,2720,0,3,Snoqualmie
660000,3,2675,0,3,Sammamish
538888,5,2080,0,3,Sammamish
693000,3,2460,0,3,Redmond
289950,3,1960,0,3,Renton
587000,4,2550,0,3,Woodinville
615000,3,1760,0,3,Seattle
459000,3,1620,0,4,Kirkland
243000,3,1790,0,3,Des Moines
1505000,4,3480,0,3,Seattle
660000,4,2780,0,4,Sammamish
1595000,5,3640,0,3,Bellevue
250000,1,750,0,3,Seattle
315000,3,960,0,3,Seattle
404000,3,2030,0,3,Seattle
559900,3,2930,0,3,Woodinville
285000,2,1380,0,3,Seattle
500000,3,1720,0,5,Seattle
380000,2,1210,0,3,Seattle
469000,3,950,0,5,Seattle
405000,2,1710,0,3,Seattle
439900,2,1410,0,5,Preston
525000,4,2910,0,3,Maple Valley
580000,4,2220,0,3,Issaquah
1250000,5,3160,0,5,Mercer Island
275000,3,1380,0,3,Maple Valley
629000,3,1760,0,5,Seattle
395000,1,730,0,3,Seattle
965000,4,2460,0,5,Seattle
820000,3,2160,0,4,Seattle
661000,4,1990,0,4,Seattle
789000,3,3740,0,3,Vashon
668500,4,2710,0,3,Sammamish
350000,3,2680,0,3,Auburn
250000,4,1850,0,4,Kent
725995,4,3190,0,3,Snoqualmie
1000000,3,2730,0,3,Bellevue
686000,3,1840,0,5,Seattle
665000,4,2720,0,3,Sammamish
1965221,4,4370,0,3,Bellevue
653000,3,2290,0,3,Issaquah
430000,2,990,0,3,Seattle
305000,2,1140,0,3,Issaquah
809000,4,1840,0,4,Seattle
440150,2,1110,0,5,Seattle
615000,4,2150,0,4,Redmond
1035000,3,2230,0,3,Kirkland
455000,2,1170,0,4,Seattle
635000,3,1960,0,4,Seattle
675000,3,2610,0,3,Redmond
316000,3,2130,0,3,Kent
955000,3,3020,0,3,Bellevue
985000,3,1670,0,5,Seattle
465500,3,1890,0,3,Seattle
305000,3,950,0,3,Shoreline
645000,4,2430,0,5,Bellevue
730000,4,2360,0,5,Seattle
366000,3,1510,0,3,Kirkland
290000,3,2080,0,3,Covington
472500,3,1750,0,3,Sammamish
550000,3,1810,0,3,Seattle
410000,4,1790,0,4,Issaquah
440000,4,2340,0,3,Lake Forest Park
535000,3,1690,0,3,Issaquah
300000,4,2070,0,3,Auburn
432500,3,2240,0,3,Snoqualmie
870000,4,4500,0,3,Mercer Island
492000,3,2770,0,4,Issaquah
199950,3,1010,0,3,Federal Way
439800,3,1120,0,5,Bellevue
320000,5,3020,0,4,Kent
687000,4,4400,0,4,Enumclaw
345000,3,1990,0,3,Seattle
274950,3,1450,0,3,Tukwila
270000,4,1920,0,3,Auburn
342000,2,1175,0,3,Seattle
327000,3,1320,0,3,Renton
610000,5,3990,0,4,Seattle
455000,2,1140,0,3,Seattle
540000,4,1720,0,4,Seattle
411000,4,2150,0,5,Newcastle
544000,3,1790,0,3,Seattle
802000,2,2210,0,3,Redmond
568500,3,2180,0,4,Redmond
391000,3,1410,0,3,Issaquah
298000,3,1950,0,3,Maple Valley
400000,3,1495,0,3,Seattle
425000,3,1660,0,3,Seattle
328500,3,1950,0,4,Kent
650000,5,2550,0,5,Seattle
850000,3,1370,0,5,Seattle
930000,4,2200,0,5,Seattle
530000,3,1250,0,5,Seattle
495000,4,2220,0,4,Bellevue
500000,3,1620,0,5,Seattle
325000,3,2250,0,3,Auburn
365000,3,1720,0,4,Kent
471000,4,3030,0,3,North Bend
223000,3,1030,0,3,Kent
503000,3,2190,0,3,Lake Forest Park
230000,3,1440,0,4,Renton
550000,4,2170,0,3,Redmond
1100000,4,2930,0,5,Seattle
193000,3,1180,0,3,Burien
590000,4,2360,0,4,Federal Way
712500,3,1660,0,4,Bellevue
689800,3,2390,0,5,Seattle
430000,3,1360,0,4,Seattle
785200,3,1840,0,5,Seattle
474900,3,1800,0,4,Woodinville
1070000,4,4130,0,3,Newcastle
435000,3,2220,0,3,Issaquah
941500,5,3490,0,3,Shoreline
312000,4,1830,0,3,Maple Valley
835000,4,1550,0,3,Seattle
713250,3,2050,0,4,Mercer Island
440000,2,1230,0,3,Seattle
580135,4,3150,0,3,Renton
575000,3,3800,0,4,Kent
613000,3,1350,0,3,Seattle
235000,3,1530,0,4,Renton
660000,3,2290,0,4,Seattle
280000,2,1480,0,4,Seattle
268000,3,1970,0,4,Kent
235000,2,720,0,4,Seattle
390000,3,1080,0,5,Seattle
654950,4,2790,0,3,Woodinville
449500,5,2040,0,4,Kirkland
150000,3,1320,0,3,Des Moines
440000,3,1680,0,4,North Bend
710000,3,2140,0,4,Seattle
420000,3,1660,0,3,Bothell
312000,3,1540,0,5,Seattle
320000,3,1880,0,5,Renton
235000,3,1250,0,4,Renton
437000,5,2120,0,3,Vashon
545000,3,1810,0,4,Seattle
640000,3,2370,0,3,Newcastle
432000,3,1970,0,4,Snoqualmie
548000,3,2110,0,3,Woodinville
830000,3,2080,0,3,Kirkland
875000,4,3720,0,5,Sammamish
409950,2,1370,0,5,Seattle
695000,4,2961,0,3,Sammamish
562100,3,2090,0,3,Redmond
475000,3,2600,0,3,Renton
425000,3,1870,0,3,Bothell
600000,4,2620,0,3,Issaquah
770000,3,2430,0,3,Issaquah
239000,3,1340,0,4,Kent
295000,2,1170,0,3,North Bend
560000,3,2000,0,5,Kirkland
613000,5,2070,0,4,Bellevue
960000,4,4590,0,3,Seattle
847000,5,2550,0,4,Seattle
206000,3,1060,0,4,Federal Way
253000,2,1220,0,5,Renton
430000,4,1790,0,4,Lake Forest Park
605000,3,2060,0,4,Seattle
425000,2,1140,0,3,Seattle
720000,4,2870,0,4,Issaquah
375900,6,2550,0,4,Federal Way
1298000,4,2790,0,5,Mercer Island
210000,3,1110,0,3,Seattle
234000,2,940,0,4,Des Moines
285000,3,2880,0,3,Tukwila
400000,3,1200,0,4,Bellevue
718000,3,1030,0,5,Seattle
174500,2,1240,0,3,Federal Way
222400,3,1200,0,3,Pacific
402500,3,2780,0,3,Duvall
250000,3,1765,0,3,Federal Way
600000,4,1960,0,4,Burien
930000,2,2680,0,3,Redmond
272500,3,1410,0,4,Renton
363990,4,2240,0,3,Maple Valley
575000,4,3120,0,3,Snoqualmie
400000,3,1450,0,3,Kenmore
427874,3,2340,0,3,North Bend
309000,5,2481,0,3,Auburn
320000,3,1530,0,3,Seattle
390000,3,1250,0,5,Seattle
299000,1,560,0,3,Carnation
375000,4,2200,0,5,Seattle
240500,3,1460,0,3,Seattle
320000,3,1650,0,5,Renton
1270000,5,3200,0,3,Bellevue
658588,3,2560,0,3,Issaquah
270000,3,2080,0,3,Kent
327500,3,1070,0,3,Seattle
340000,3,2190,0,4,Kent
200000,3,2060,0,3,Renton
1025000,3,2640,0,4,Mercer Island
275000,3,1720,0,3,Federal Way
1126000,5,3880,0,4,Bellevue
280000,2,960,0,3,Seattle
485000,3,2340,0,3,Maple Valley
1901000,3,2660,0,3,Yarrow Point
865000,3,2090,0,3,Seattle
532000,3,1820,0,3,Issaquah
364950,4,2310,0,3,Duvall
212500,3,920,0,4,Auburn
135000,1,790,0,3,Seattle
437000,2,1500,0,4,Seattle
390000,3,1240,0,4,Normandy Park
760000,4,2730,0,3,Redmond
119500,3,1170,0,2,Duvall
2400000,5,3410,0,3,Seattle
837500,4,2700,0,4,Kirkland
327500,4,1650,0,3,Renton
175000,2,670,0,3,Seattle
289950,3,1670,0,3,Kent
400000,3,1530,0,3,Kenmore
219950,3,1500,0,3,Federal Way
161700,4,1720,0,3,Federal Way
500000,5,2920,0,3,Shoreline
465000,3,910,0,3,Seattle
540000,3,1050,0,4,Seattle
525000,3,1540,0,3,Seattle
324950,3,1210,0,3,Shoreline
565000,5,2650,0,3,Bellevue
760500,3,1990,0,5,Seattle
1100000,5,2660,0,5,Bellevue
603500,4,4060,0,3,Kenmore
453500,5,2300,0,5,Renton
583000,6,2630,0,4,Redmond
275000,2,770,0,5,Shoreline
875000,4,3790,0,3,Sammamish
335000,4,2540,0,4,Renton
646000,4,2500,0,4,Bellevue
392500,4,2150,0,3,Renton
785000,3,1670,0,5,Mercer Island
470000,3,1800,0,3,Kirkland
560000,3,2070,0,3,Newcastle
519000,2,830,0,4,Seattle
746000,3,2370,0,4,Redmond
317000,3,1010,0,3,Seattle
371000,3,1420,0,3,Seattle
250000,4,2120,0,4,Des Moines
532000,4,2020,0,4,Redmond
499950,3,1520,0,3,Seattle
375000,2,820,0,4,Seattle
640000,3,1690,0,3,Seattle
400000,3,2260,0,3,Renton
572000,3,1830,0,4,Redmond
310000,3,1350,0,3,North Bend
989000,5,3280,0,3,Seattle
685000,4,2770,0,4,Woodinville
907500,4,2770,0,4,Bellevue
427500,4,2460,0,3,Renton
860000,3,4720,0,3,Renton
365000,2,1250,0,4,Seattle
250500,3,1710,0,4,Federal Way
411715,3,1840,0,5,Seattle
415000,4,2000,0,3,Shoreline
129000,1,650,0,4,Kent
489000,3,1020,0,3,Seattle
170000,2,1500,0,3,Tukwila
418500,3,2060,0,3,Snoqualmie
261000,3,1810,0,3,Covington
2005000,6,3810,0,5,Shoreline
355000,2,1650,0,4,Seattle
742000,3,1540,0,3,Seattle
399950,3,2080,0,3,Seattle
791000,3,2430,0,3,Kirkland
190000,5,1750,0,4,Renton
229500,3,1770,0,4,Auburn
539000,3,1710,0,3,Redmond
549000,4,2740,0,3,Issaquah
545000,5,2730,0,5,Kenmore
285000,3,2437,0,3,Auburn
648000,4,3290,0,3,Snoqualmie
610000,4,2910,0,3,Snoqualmie
767450,3,1630,0,3,Seattle
765000,4,4410,0,3,Snoqualmie
586500,3,1780,0,3,Seattle
520000,3,1540,0,3,Issaquah
455000,3,1420,0,3,Seattle
653000,3,2680,0,4,Kirkland
279950,3,1750,0,3,Des Moines
449950,3,2170,0,3,Kenmore
565000,3,2390,0,5,Bellevue
620000,4,2400,0,4,Seattle
269000,3,1690,0,3,Seattle
875000,3,3250,0,3,Seattle
630000,4,4610,0,4,Issaquah
425000,4,2440,0,4,Des Moines
647500,3,1290,0,5,Seattle
450000,4,2000,0,3,Seattle
440000,3,1050,0,3,Seattle
445000,4,2340,0,3,Seattle
530000,4,2210,0,4,Bellevue
875000,5,2920,0,3,Seattle
685000,3,3150,0,4,Preston
798000,3,3590,0,3,Sammamish
297500,4,1910,0,3,Maple Valley
749950,4,3110,0,4,Woodinville
495000,5,2440,0,3,Seattle
540000,4,1330,0,3,Bellevue
395000,3,1460,0,4,Issaquah
1300000,6,3902,0,4,Seattle
1075000,5,5180,0,3,Snoqualmie
214100,2,1150,0,3,Auburn
210000,4,1920,0,3,Federal Way
499500,3,2520,0,3,Duvall
546000,2,970,0,3,Seattle
292000,5,2490,0,4,Kent
289000,3,1680,0,3,Enumclaw
240000,3,1150,0,4,Issaquah
395000,4,1980,0,4,Shoreline
795000,4,2070,0,4,Mercer Island
955000,4,5660,0,3,Duvall
725000,4,2420,0,3,Bellevue
335000,4,2610,0,3,Auburn
492000,4,2810,0,4,North Bend
250000,3,1510,0,2,Woodinville
700000,3,1910,0,3,Seattle
545000,3,1700,0,5,Renton
555000,4,2020,0,4,Redmond
640000,3,2340,0,5,Seattle
390000,3,1463,0,3,Seattle
466500,3,1430,0,3,Seattle
372500,3,1180,0,3,Sammamish
1800000,5,4400,0,3,Bellevue
255000,3,1610,0,3,Kent
466800,3,1480,0,3,Kirkland
749000,3,2670,0,3,Bellevue
610000,4,1830,0,3,Mercer Island
356000,2,920,0,4,Seattle
165000,3,1150,0,4,Auburn
229000,2,1190,0,3,Seattle
530000,4,4160,0,3,Issaquah
499950,3,2370,0,3,Duvall
619000,4,1660,0,3,Seattle
547000,3,1480,0,4,Seattle
359800,4,2390,0,3,Auburn
499000,3,1690,0,3,Seattle
189000,3,1010,0,3,Renton
799000,4,3500,0,3,Bellevue
257000,4,2330,0,3,Federal Way
270000,3,1890,0,3,Burien
453500,4,2000,0,3,Seattle
237000,3,1130,0,3,SeaTac
456000,4,1670,0,5,Seattle
355500,3,2600,0,3,Maple Valley
299950,4,1560,0,4,Auburn
335000,3,1170,0,3,Seattle
268500,4,2100,0,3,Kent
385000,3,1710,0,3,Kenmore
376000,4,2420,0,3,Maple Valley
605004,4,1370,0,3,Seattle
886000,4,2660,0,4,Seattle
560000,4,2260,0,3,Kirkland
343000,4,2070,0,3,Maple Valley
1415000,4,4670,0,3,Bellevue
270000,3,1500,0,4,Renton
411605,4,2658,0,3,Auburn
550000,4,2700,0,3,Renton
465000,3,1530,0,3,Seattle
584000,3,1480,0,3,Seattle
275000,3,1390,0,3,Seattle
324500,3,1660,0,3,Seattle
700000,3,2050,0,3,Seattle
385200,4,1550,0,3,Seattle
270000,4,1900,0,4,Federal Way
735000,4,2820,0,3,Seattle
389250,2,1490,0,3,Seattle
315000,3,1750,0,3,Fall City
545000,4,2040,0,3,Seattle
550000,3,1900,0,3,Seattle
415000,3,1910,0,3,Woodinville
387500,3,1560,0,4,Normandy Park
432000,3,1470,0,4,Lake Forest Park
402000,3,2700,0,4,Des Moines
1035000,4,3450,0,4,Burien
294700,3,1970,0,4,Federal Way
744000,3,2670,0,3,Redmond
715000,3,2550,0,3,Bellevue
500000,4,1720,0,4,Seattle
1300000,4,4270,0,3,Issaquah
1150000,3,2170,1,3,Redmond
650000,4,2840,0,3,Sammamish
435000,4,3270,0,4,Kent
510000,3,1480,0,3,Kirkland
525000,5,2440,0,4,Kirkland
920000,4,2880,0,5,Seattle
200000,2,1730,0,3,Auburn
435000,2,1260,0,5,Seattle
809950,4,2230,0,5,Bellevue
1370000,2,2460,0,4,Seattle
455000,4,2050,0,4,Renton
471000,3,2030,0,3,Issaquah
253500,2,810,0,3,Seattle
185000,3,1840,0,4,Burien
535500,3,1730,0,4,Woodinville
835000,2,2280,0,3,Redmond
589500,4,2630,0,3,Snoqualmie
680000,3,2270,0,3,Shoreline
360000,3,1020,0,4,Shoreline
595000,4,1990,0,3,Seattle
300000,4,2680,0,3,Federal Way
660000,3,1980,0,4,Seattle
570000,3,2400,0,3,Newcastle
285000,2,780,0,4,Seattle
435000,3,980,0,3,Seattle
160000,3,1210,0,2,Vashon
805000,5,4600,0,3,Shoreline
450000,3,1480,0,3,Issaquah
510000,4,1320,0,4,Kirkland
1120000,5,4400,0,5,Kenmore
1280000,4,3010,0,3,Seattle
539000,3,2260,0,3,Sammamish
407193,4,1880,0,3,Carnation
320000,3,1370,0,4,Milton
739000,4,2720,0,5,Seattle
452000,2,1740,0,4,Seattle
600000,4,2560,0,3,Redmond
279000,5,2690,0,3,Seattle
895000,4,3240,0,3,Sammamish
585000,4,2430,0,3,Issaquah
405000,2,1405,0,3,Seattle
837219,5,3030,0,3,Sammamish
969990,4,4150,0,3,Sammamish
490000,3,1730,0,3,Seattle
611000,6,3820,0,4,Issaquah
462000,4,3070,0,3,Renton
540000,4,1780,0,3,Issaquah
260000,4,1811,0,3,Renton
510000,4,2450,0,3,Woodinville
567500,3,2300,0,3,Snoqualmie
445000,2,1440,0,3,Seattle
684680,4,2370,0,4,Redmond
2700000,4,4420,1,3,Bellevue
455000,3,1300,0,3,Seattle
540000,5,2870,0,3,Bothell
530000,3,3400,0,3,Renton
410000,3,1410,0,4,Seattle
450000,3,1640,0,3,Seattle
609900,4,3190,0,3,Maple Valley
648000,4,2380,0,3,Issaquah
550000,3,2260,0,3,Sammamish
347000,3,1240,0,4,Sammamish
1635000,5,4220,0,3,Bellevue
1339000,4,4250,0,4,Mercer Island
288350,3,1860,0,3,Tukwila
1150000,3,2850,0,4,Bellevue
525000,3,2470,0,4,Issaquah
250250,3,2210,0,4,Federal Way
341000,4,1920,0,4,Renton
700000,4,3150,0,3,Sammamish
390000,4,2700,0,4,Renton
539950,3,2190,0,4,Renton
552000,2,1380,0,3,Seattle
250000,5,2520,0,4,Enumclaw
502000,3,1300,0,4,Bellevue
480000,4,2220,0,4,Burien
378500,2,730,0,3,Seattle
1350000,4,3300,0,5,Mercer Island
1900000,4,4130,0,3,Bellevue
605000,3,2670,0,3,Woodinville
307550,4,1980,0,3,Kent
304700,2,740,0,4,Seattle
568000,3,2050,0,4,Seattle
385000,3,1230,0,3,Kirkland
345000,3,1210,0,3,Seattle
435000,3,1890,0,4,Seattle
579000,2,1870,0,3,Redmond
236000,3,1330,0,3,Auburn
305100,3,1590,0,4,Renton
368000,3,1710,0,4,Kenmore
255000,2,1200,0,5,Des Moines
400000,2,1140,0,3,Seattle
440000,3,2240,0,3,Seattle
417000,2,920,0,3,Seattle
435000,2,800,0,3,Seattle
475000,4,1980,0,5,Lake Forest Park
563500,4,2800,0,3,Duvall
285000,3,1680,0,3,Auburn
471000,4,2330,0,3,North Bend
500000,4,2240,0,4,Bellevue
640000,3,2140,0,3,Sammamish
442500,4,2170,0,3,Duvall
213400,3,1150,0,4,Renton
831000,4,2030,0,4,Seattle
325000,3,1350,0,3,Duvall
425000,2,910,0,4,Seattle
550000,4,2700,0,4,Seattle
599950,4,3730,0,3,Kent
1225000,4,2740,0,3,Medina
750000,4,2050,0,4,Seattle
290000,4,2390,0,3,Renton
270000,4,1990,0,3,Auburn
229950,4,1300,0,4,Federal Way
234999,3,1330,0,3,SeaTac
265000,2,1000,0,3,Duvall
367300,4,2190,0,3,Auburn
550000,3,1380,0,3,Seattle
743700,4,2610,0,3,Redmond
352750,2,1060,0,3,Seattle
403950,2,710,0,4,Seattle
980000,4,2730,0,5,Seattle
585000,4,2470,0,3,Vashon
554000,3,1760,0,3,Bellevue
546000,3,1530,0,3,Bellevue
280000,2,1610,0,2,Snoqualmie
212500,2,1030,0,4,Seattle
739000,4,2800,0,3,Carnation
428000,3,1310,0,3,Seattle
965000,4,3160,0,4,Woodinville
364900,3,2500,0,3,Kent
559000,3,2070,0,4,Seattle
213000,4,1980,0,2,Federal Way
620000,3,2590,0,3,Seattle
240000,4,1910,0,3,Seattle
852500,3,2630,0,4,Bellevue
600000,3,2630,0,3,Duvall
410000,3,1960,0,3,Snoqualmie
328000,3,1440,0,3,Duvall
625000,3,2210,0,3,Bellevue
649950,4,2350,0,4,Woodinville
235000,3,1590,0,3,Burien
489000,3,1500,0,3,Seattle
536000,3,1900,0,3,Sammamish
400000,4,2370,0,3,Renton
398000,3,1720,0,3,Seattle
379000,4,2020,0,4,Renton
345000,2,1340,0,3,Seattle
365000,3,1800,0,3,Seattle
315000,3,1480,0,3,Seattle
571000,4,2750,0,5,Seattle
1025000,5,3760,0,3,Kirkland
695000,3,2540,0,3,Sammamish
225000,3,1760,0,3,Covington
740000,3,3000,0,3,Redmond
315000,4,1930,0,4,Kent
1230000,4,3040,0,3,Mercer Island
420000,2,860,0,4,Seattle
310000,3,1420,0,4,Renton
700000,3,2080,0,5,Seattle
269000,3,1560,0,3,Maple Valley
369990,4,1960,0,3,Renton
800000,3,1620,0,4,Seattle
569000,5,3670,0,5,Lake Forest Park
175000,6,1930,0,3,Burien
440000,3,1290,0,3,Seattle
435000,5,1970,0,3,Fall City
345000,3,1540,0,4,Shoreline
558000,4,2180,0,3,Seattle
475000,2,1490,0,3,Auburn
490000,3,2220,0,3,Issaquah
335000,3,2430,0,4,Renton
350000,2,1392,0,4,Vashon
100000,4,1120,0,3,Renton
417500,4,1390,0,4,Seattle
253000,3,2040,0,3,Tukwila
1240000,5,2830,0,3,Seattle
490000,4,3020,0,4,Covington
470000,3,2290,0,3,Lake Forest Park
483300,4,1210,0,4,Bellevue
659000,3,2510,0,3,Sammamish
480000,4,2320,0,3,Seattle
165000,3,970,0,3,Burien
659500,3,1820,0,4,Seattle
219900,3,970,0,4,Federal Way
315000,2,1740,0,4,Seattle
250000,3,1590,0,3,Kent
268000,2,1380,0,3,Seattle
380000,4,1680,0,3,Shoreline
499000,2,1220,0,3,Seattle
285000,2,1651,0,3,Vashon
183000,3,1330,0,4,Auburn
1070000,3,2940,0,4,Seattle
429000,3,1410,0,3,Seattle
403000,2,1100,0,4,Seattle
375500,3,1530,0,3,Lake Forest Park
1795000,5,5270,0,3,Mercer Island
516200,3,2110,0,5,Seattle
385000,4,1720,0,3,Kirkland
515000,3,1800,0,3,Kirkland
375000,4,2210,0,3,Burien
650000,4,2560,0,4,Kirkland
306888,2,1010,0,3,Renton
870000,4,3340,0,3,Seattle
310000,4,1740,0,3,Shoreline
251750,3,1320,0,5,Kent
366000,3,1520,0,3,Bothell
429950,3,2010,0,3,Seattle
710000,3,2440,0,3,Bellevue
895000,5,2550,0,4,Bellevue
149500,3,1010,0,4,Des Moines
310000,3,1780,0,3,Seattle
555000,3,2180,0,4,Seattle
750000,5,2750,0,3,Kirkland
745000,4,3490,0,3,Sammamish
695000,3,2550,0,3,Redmond
433000,3,1870,0,3,Seattle
307000,4,1150,0,3,Shoreline
655275,3,2050,0,3,Bellevue
392000,4,1940,0,3,Maple Valley
1180000,5,3630,0,3,Kirkland
359950,3,1890,0,4,Shoreline
360000,4,1630,0,5,Woodinville
566000,4,2440,0,3,Seattle
700000,5,3100,0,4,Seattle
415000,3,2090,0,3,Renton
199500,3,920,0,4,Auburn
749000,3,1580,0,3,Seattle
680000,3,1760,0,4,Seattle
400000,4,2530,0,3,Bothell
608000,4,2490,0,4,Bothell
589900,4,3870,0,3,Issaquah
480000,5,2732,0,4,Federal Way
1059500,5,3230,0,3,Seattle
915000,6,2930,0,3,Bellevue
695000,4,3510,0,3,Snoqualmie
899900,4,2580,0,3,Kirkland
499950,2,1060,0,3,Seattle
533112,4,2790,0,3,North Bend
303210,4,2009,0,3,Auburn
525000,5,2880,0,3,Renton
399950,2,710,0,4,Seattle
850830,3,2070,0,5,Seattle
371500,3,1370,0,5,Shoreline
522000,3,1730,0,4,Redmond
588000,4,1680,0,3,Seattle
276900,2,1350,0,4,North Bend
248000,5,1510,0,4,SeaTac
280000,3,1860,0,3,Federal Way
495000,6,3440,0,3,Renton
665000,6,4250,0,4,Seattle
290300,2,860,0,4,Renton
527000,2,1640,0,3,Seattle
487028,2,1295,0,3,Seattle
325000,3,1790,0,3,Snoqualmie
799000,3,2210,0,5,Seattle
7062500,5,10040,1,3,Bellevue
354000,3,940,0,3,Redmond
262500,3,1160,0,3,Seattle
560200,3,1990,0,3,Sammamish
220000,3,1050,0,3,Seattle
650000,2,1030,0,5,Seattle
435000,3,1420,0,3,Seattle
800000,4,2690,0,4,Seattle
1010000,4,3760,0,3,Redmond
200000,2,700,0,5,Renton
295000,5,2100,0,3,Seattle
580379,4,2240,0,4,Sammamish
875000,4,3470,0,3,Woodinville
515000,3,3370,0,3,Shoreline
599000,4,2790,0,3,Woodinville
285000,3,1870,0,3,Kent
290000,3,1520,0,4,Maple Valley
355000,1,750,0,4,Renton
381000,3,1460,0,3,Lake Forest Park
571000,3,2600,0,3,Bothell
852600,4,3320,0,5,Bellevue
1085000,5,2340,0,4,Seattle
371000,3,890,0,3,Seattle
514000,3,1720,0,3,Seattle
386000,3,1270,0,3,Seattle
464000,4,2180,0,4,Renton
335000,4,2030,0,3,Renton
740000,4,2490,0,3,Seattle
465000,4,1470,0,3,Seattle
700000,3,2500,0,5,Seattle
785000,3,4500,0,3,Auburn
350000,3,1460,0,3,Seattle
148000,1,620,0,3,Seattle
530000,3,1550,0,3,Seattle
349000,3,1430,0,3,Seattle
240000,3,1360,0,5,North Bend
330000,3,2210,0,3,Federal Way
735000,4,2460,0,5,Seattle
545000,3,2180,0,4,Sammamish
214950,3,1570,0,4,Covington
657500,4,4140,0,3,Auburn
476000,3,1140,0,4,Seattle
2888000,5,8670,0,3,Seattle
110000,2,800,0,3,Seattle
292000,4,2414,0,3,Auburn
317000,3,1160,0,3,Seattle
455000,4,3170,0,3,Auburn
1365000,5,4210,0,3,Bellevue
460000,3,2060,0,3,Seattle
405000,3,1640,0,3,Seattle
333000,2,720,0,3,Seattle
427000,4,1860,0,1,Seattle
742000,4,2810,0,3,Sammamish
465000,4,2090,0,5,Shoreline
809950,4,3280,0,3,Sammamish
619400,4,2090,0,5,Seattle
762400,3,2430,0,3,Mercer Island
535000,5,2520,0,4,Issaquah
881000,5,2510,0,5,Seattle
813000,4,3370,0,4,Seattle
234000,3,1640,0,5,Auburn
308900,3,2250,0,3,Auburn
450000,4,2300,0,4,North Bend
547500,3,1650,0,3,Seattle
399950,2,710,0,4,Seattle
516000,4,2550,0,3,Snoqualmie
250000,2,982,0,3,Seattle
475000,3,1630,0,3,Issaquah
415000,4,2550,0,3,Renton
545000,2,1240,0,3,Seattle
329950,3,2456,0,3,Federal Way
1325000,5,3200,0,3,Clyde Hill
784000,3,3950,0,3,Redmond
610750,4,2180,0,3,Sammamish
578000,4,3140,0,5,Renton
1485000,4,4030,0,3,Kirkland
501000,3,1970,0,5,Renton
465250,5,1940,0,3,Shoreline
2250000,5,4860,0,5,Seattle
1095000,0,3064,0,3,Seattle
315000,2,970,0,4,Seattle
900000,4,2460,0,4,Bellevue
789500,4,3010,0,3,Redmond
678500,3,2460,0,4,Seattle
342500,3,2080,0,3,Enumclaw
860000,4,3960,0,3,Sammamish
306000,4,2490,0,3,Auburn
580000,5,2060,0,3,Seattle
405000,3,1330,0,3,Sammamish
510000,3,1600,0,4,Kirkland
173000,2,820,0,4,Renton
210000,4,1200,0,3,Auburn
445000,3,1050,0,4,Seattle
585000,3,1910,0,3,Seattle
381000,3,1800,0,5,Shoreline
890000,3,2060,0,4,Kirkland
235000,3,1840,0,4,Kent
480000,3,1250,0,3,Seattle
575000,2,1510,0,3,Seattle
350000,4,2300,0,4,Seattle
259000,4,1490,0,3,Des Moines
599000,5,2820,0,3,Seattle
210000,4,1130,0,4,Federal Way
1184000,4,3200,0,5,Seattle
545000,3,1510,0,3,Seattle
299995,3,1970,0,3,Auburn
440000,3,1210,0,4,Seattle
699000,4,3280,0,3,Redmond
795000,3,2420,0,5,Kirkland
445000,5,2460,0,5,Seattle
397990,3,1180,0,4,Seattle
706000,3,1900,0,5,Seattle
363000,3,1651,0,3,Seattle
850000,4,2130,0,4,Mercer Island
620000,2,1430,0,3,Seattle
1228000,4,5730,0,3,Sammamish
333000,4,1910,0,4,Renton
743000,3,2110,0,4,Mercer Island
448000,2,1630,0,4,Seattle
485000,4,2470,0,3,Auburn
489950,4,2640,0,4,Auburn
498500,5,2990,0,3,Renton
531000,3,2120,0,3,Bothell
